date,open,high,low,close,volume,amount,ma5,ma10,ma20,label1,label2,label3,label4,label5
2017-03-15,236.89,236.89,230.0,236.89,5519637,1307287936.0,199.46,170.32,120.68,245.88,224.76,215.85,217.07,228.48
2017-03-16,239.88,254.87,233.01,245.88,8970852,2174609408.0,214.37,183.34,130.74,224.76,215.85,217.07,228.48,205.76
2017-03-17,243.5,244.53,221.29,224.76,7241095,1682976512.0,223.73,193.1,139.53,215.85,217.07,228.48,205.76,206.42
2017-03-20,220.12,227.77,213.71,215.85,3882614,849272192.0,227.75,200.7,147.63,217.07,228.48,205.76,206.42,215.45
2017-03-21,216.88,224.44,216.0,217.07,3291057,721964608.0,228.09,207.02,155.51,228.48,205.76,206.42,215.45,225.09
2017-03-22,213.0,230.6,212.0,228.48,4676096,1049851264.0,226.41,212.94,163.67,205.76,206.42,215.45,225.09,215.2
2017-03-23,228.5,230.57,205.63,205.76,5391841,1160365312.0,218.38,216.38,170.37,206.42,215.45,225.09,215.2,223.83
2017-03-24,203.0,211.88,203.0,206.42,2600268,539901184.0,214.72,219.22,176.75,215.45,225.09,215.2,223.83,210.1
2017-03-27,210.67,227.0,209.0,215.45,3309687,720911296.0,214.64,221.19,183.18,225.09,215.2,223.83,210.1,206.01
2017-03-28,215.45,231.0,212.36,225.09,3836332,859548544.0,216.24,222.17,189.65,215.2,223.83,210.1,206.01,209.6
2017-03-29,220.93,221.0,208.75,215.2,3015780,650137344.0,213.58,220.0,195.16,223.83,210.1,206.01,209.6,215.03
2017-03-30,220.0,227.0,215.88,223.83,3084139,684035584.0,217.2,217.79,200.57,210.1,206.01,209.6,215.03,204.06
2017-03-31,220.0,224.86,207.0,210.1,3051886,655617984.0,217.93,216.32,204.71,206.01,209.6,215.03,204.06,183.65
2017-04-05,204.89,209.89,197.01,206.01,2328810,473886144.0,216.05,215.34,208.02,209.6,215.03,204.06,183.65,179.49
2017-04-06,207.5,210.8,203.01,209.6,1600767,332613632.0,212.95,214.59,210.8,215.03,204.06,183.65,179.49,177.9
2017-04-07,208.0,222.77,205.0,215.03,2397155,517083872.0,212.91,213.25,213.09,204.06,183.65,179.49,177.9,178.53
2017-04-10,211.52,213.0,197.01,204.06,2578983,527932704.0,208.96,213.08,214.73,183.65,179.49,177.9,178.53,176.56
2017-04-12,197.0,199.91,183.65,183.65,3441848,648172736.0,203.67,210.8,215.01,179.49,177.9,178.53,176.56,181.5
2017-04-13,179.9,186.7,177.5,179.49,1531294,279153344.0,198.37,207.21,214.2,177.9,178.53,176.56,181.5,180.09
2017-04-14,179.57,181.8,176.31,177.9,829829,147937040.0,192.03,202.49,212.33,178.53,176.56,181.5,180.09,174.9
2017-04-17,165.0,179.08,165.0,178.53,1246005,217375024.0,184.73,198.82,209.41,176.56,181.5,180.09,174.9,174.99
2017-04-18,178.0,185.0,175.64,176.56,734313,132646216.0,179.23,194.09,205.94,181.5,180.09,174.9,174.99,174.58
2017-04-19,177.99,182.51,171.33,181.5,1086105,194274880.0,178.8,191.23,203.78,180.09,174.9,174.99,174.58,191.99
2017-04-20,181.05,184.68,177.13,180.09,969690,176309664.0,178.92,188.64,201.99,174.9,174.99,174.58,191.99,194.99
2017-04-21,182.98,182.98,172.88,174.9,825821,145637216.0,178.32,185.17,199.88,174.99,174.58,191.99,194.99,198.06
2017-04-24,173.11,177.5,168.24,174.99,652624,112914408.0,177.61,181.17,197.21,174.58,191.99,194.99,198.06,198.55
2017-04-25,175.0,177.99,173.44,174.58,584756,102675632.0,177.21,178.22,195.65,191.99,194.99,198.06,198.55,191.38
2017-04-26,173.43,192.04,173.43,191.99,1902638,352270592.0,179.31,179.05,194.93,194.99,198.06,198.55,191.38,189.38
