date,open,high,low,close,volume,amount,ma5,ma10,ma20,label1,label2,label3,label4,label5
2017-02-23,106.63,106.63,106.63,106.63,6300,671769.0,,,,117.29,129.02,141.92,156.11,171.72
2017-02-24,117.29,117.29,117.29,117.29,5400,633366.0,,,,129.02,141.92,156.11,171.72,188.89
2017-02-27,129.02,129.02,129.02,129.02,4100,528982.0,,,,141.92,156.11,171.72,188.89,207.78
2017-02-28,141.92,141.92,141.92,141.92,13100,1859152.0,,,,156.11,171.72,188.89,207.78,228.56
2017-03-01,156.11,156.11,156.11,156.11,25000,3902750.0,130.19,,,171.72,188.89,207.78,228.56,251.42
2017-03-02,171.72,171.72,171.72,171.72,19200,3297024.0,143.21,,,188.89,207.78,228.56,251.42,276.56
2017-03-03,188.89,188.89,188.89,188.89,99400,18775666.0,157.53,,,207.78,228.56,251.42,276.56,281.0
2017-03-06,207.78,207.78,207.78,207.78,64300,13360254.0,173.28,,,228.56,251.42,276.56,281.0,294.5
2017-03-07,228.56,228.56,228.56,228.56,26500,6056840.0,190.61,,,251.42,276.56,281.0,294.5,283.01
2017-03-08,251.42,251.42,251.42,251.42,155257,39034716.0,209.67,169.93,,276.56,281.0,294.5,283.01,283.0
2017-03-09,276.56,276.56,266.56,276.56,7574188,2073777408.0,230.64,186.93,,281.0,294.5,283.01,283.0,284.98
2017-03-10,275.48,295.99,269.97,281.0,6297245,1763001728.0,249.06,203.3,,294.5,283.01,283.0,284.98,269.4
2017-03-13,296.02,304.88,281.13,294.5,4718749,1371012864.0,266.41,219.85,,283.01,283.0,284.98,269.4,267.98
2017-03-14,285.0,292.4,282.34,283.01,3883323,1113241856.0,277.3,233.96,,283.0,284.98,269.4,267.98,286.06
2017-03-15,279.28,288.8,274.18,283.0,2988292,839786240.0,283.61,246.64,,284.98,269.4,267.98,286.06,291.3
2017-03-16,281.1,289.89,281.1,284.98,3473664,992345216.0,285.3,257.97,,269.4,267.98,286.06,291.3,278.8
2017-03-17,282.0,284.98,269.0,269.4,3781827,1044391104.0,282.98,266.02,,267.98,286.06,291.3,278.8,275.99
2017-03-20,263.0,267.98,261.33,267.98,1828672,485630336.0,277.67,272.04,,286.06,291.3,278.8,275.99,279.2
2017-03-21,268.2,294.5,268.2,286.06,3439577,971803200.0,278.28,277.79,,291.3,278.8,275.99,279.2,261.72
2017-03-22,282.78,291.95,281.18,291.3,3087190,886116864.0,279.94,281.78,225.86,278.8,275.99,279.2,261.72,239.98
2017-03-23,286.02,289.0,268.5,278.8,2942921,824296896.0,278.71,282.0,234.47,275.99,279.2,261.72,239.98,234.49
