code,date,open,close,low,high,volume,amount,pctChg,preclose,label,ma5,ma10,ma20
sz.300708,2017-10-16,3.64,4.06,3.64,4.06,7901,32047.64,43.97163,2.82,4.06,,,
sz.300708,2017-10-17,4.47,4.47,4.47,4.47,7642,34159.74,10.09852,4.06,4.47,,,
sz.300708,2017-10-18,4.92,4.92,4.92,4.92,3700,18204.0,10.06712,4.47,4.92,,,
sz.300708,2017-10-19,5.41,5.41,5.41,5.41,7700,41657.0,9.959345,4.92,5.41,,,
sz.300708,2017-10-20,5.95,5.95,5.95,5.95,8200,48790.0,9.981515,5.41,5.95,4.96,,
sz.300708,2017-10-23,6.55,6.55,6.55,6.55,5800,37990.0,10.08404,5.95,6.55,5.46,,
sz.300708,2017-10-24,7.21,7.21,7.21,7.21,22646,163277.66,10.07633,6.55,7.21,6.01,,
sz.300708,2017-10-25,7.93,7.93,7.93,7.93,20740,164468.2,9.986127,7.21,7.93,6.61,,
sz.300708,2017-10-26,8.72,8.72,8.72,8.72,23644,206175.68,9.962175,7.93,8.72,7.27,,
sz.300708,2017-10-27,9.59,9.59,9.59,9.59,18600,178374.0,9.977063,8.72,9.59,8.0,6.48,
sz.300708,2017-10-30,10.55,10.55,10.55,10.55,85326,900189.3,10.01043,9.59,10.55,8.8,7.13,
sz.300708,2017-10-31,11.61,11.61,11.61,11.61,75128,872236.08,10.04739,10.55,11.61,9.68,7.84,
sz.300708,2017-11-01,12.77,12.77,12.77,12.77,51824,661792.48,9.991394,11.61,12.77,10.65,8.63,
sz.300708,2017-11-02,14.05,14.05,14.05,14.05,82776,1163002.8,10.02349,12.77,14.05,11.71,9.49,
sz.300708,2017-11-03,15.46,15.46,15.46,15.46,116346,1798709.16,10.03559,14.05,15.46,12.89,10.44,
sz.300708,2017-11-06,17.01,17.01,17.01,17.01,132280,2250082.8,10.02587,15.46,17.01,14.18,11.49,
sz.300708,2017-11-07,18.71,18.71,18.71,18.71,104902,1962716.42,9.994114,17.01,18.71,15.6,12.64,
sz.300708,2017-11-08,20.58,20.58,20.58,20.58,120923,2488595.34,9.99466,18.71,20.58,17.16,13.9,
sz.300708,2017-11-09,22.64,22.64,22.64,22.64,131782,2983544.48,10.00972,20.58,22.64,18.88,15.3,
sz.300708,2017-11-10,24.9,24.9,24.9,24.9,530930,13220157.0,9.982333,22.64,24.9,20.77,16.83,11.65
sz.300708,2017-11-13,27.39,27.39,27.39,27.39,355570,9739062.3,9.999999,24.9,27.39,22.84,18.51,12.82
sz.300708,2017-11-14,30.13,30.13,30.13,30.13,217779,6561681.27,10.00365,27.39,30.13,25.13,20.36,14.1
sz.300708,2017-11-15,33.14,33.14,33.14,33.14,515774,17092750.36,9.990044,30.13,33.14,27.64,22.4,15.52
