code,date,open,close,low,high,volume,amount,pctChg,preclose,label,ma5,ma10,ma20
sz.300667,2017-06-19,14.19,15.48,14.19,15.48,3400,51987.0,44.0,10.75,15.48,,,
sz.300667,2017-06-20,17.03,17.03,17.03,17.03,600,10218.0,10.01293,15.48,17.03,,,
sz.300667,2017-06-21,18.73,18.73,18.73,18.73,800,14984.0,9.982376,17.03,18.73,,,
sz.300667,2017-06-22,20.6,20.6,20.6,20.6,3600,74160.0,9.983988,18.73,20.6,,,
sz.300667,2017-06-23,22.66,22.66,22.66,22.66,3000,67980.0,9.999997,20.6,22.66,18.9,,
sz.300667,2017-06-26,24.93,24.93,24.93,24.93,13725,342164.0,10.01765,22.66,24.93,20.79,,
sz.300667,2017-06-27,27.42,27.42,27.42,27.42,25600,701952.0,9.987966,24.93,27.42,22.87,,
sz.300667,2017-06-28,30.16,30.16,30.16,30.16,44020,1327643.0,9.992705,27.42,30.16,25.15,,
sz.300667,2017-06-29,33.18,33.18,33.18,33.18,52400,1738632.0,10.01326,30.16,33.18,27.67,,
sz.300667,2017-06-30,36.5,36.5,36.5,36.5,184700,6741550.0,10.00603,33.18,36.5,30.44,24.67,
sz.300667,2017-07-03,40.15,38.2,37.38,40.15,10251740,392659776.0,4.6575370000000005,36.5,38.2,33.09,26.94,
sz.300667,2017-07-04,42.02,42.02,40.61,42.02,10823179,451623712.0,9.999999,38.2,42.02,36.01,29.44,
sz.300667,2017-07-05,41.0,43.2,41.0,44.95,11365326,490929040.0,2.808187,42.02,43.2,38.62,31.89,
sz.300667,2017-07-06,42.21,42.99,41.2,42.99,8622879,362817440.0,-0.486109,43.2,42.99,40.58,34.13,
sz.300667,2017-07-07,42.5,41.7,41.03,43.6,7491213,318927072.0,-3.0007,42.99,41.7,41.62,36.03,
sz.300667,2017-07-10,39.87,38.48,38.1,40.49,6189344,242862653.0,-7.721825999999999,41.7,38.48,41.68,37.39,
sz.300667,2017-07-11,38.31,39.24,38.03,39.24,3633607,140706543.0,1.975057,38.48,39.24,41.12,38.57,
sz.300667,2017-07-12,39.44,43.16,39.44,43.16,7931140,334244080.0,9.989801,39.24,43.16,41.11,39.87,
sz.300667,2017-07-13,44.66,43.01,41.5,45.32,9288481,402726032.0,-0.347548,43.16,43.01,41.12,40.85,
sz.300667,2017-07-14,42.08,38.86,38.71,42.4,7342715,295113376.0,-9.648914,43.01,38.86,40.55,41.09,32.88
sz.300667,2017-07-17,37.0,34.97,34.97,37.0,5903106,212117459.0,-10.01029,38.86,34.97,39.85,40.76,33.85
sz.300667,2017-07-18,34.25,35.5,33.81,36.14,3875368,135710920.0,1.5155809999999998,34.97,35.5,39.1,40.11,34.78
sz.300667,2017-07-19,34.9,34.5,33.1,34.9,3733013,127752516.0,-2.816901,35.5,34.5,37.37,39.24,35.56
sz.300667,2017-07-20,34.52,34.1,34.1,36.2,4180076,147383008.0,-1.159425,34.5,34.1,35.59,38.35,36.24
sz.300667,2017-07-21,33.23,33.83,32.98,34.0,3017441,100890792.0,-0.791779,34.1,33.83,34.58,37.56,36.8
sz.300667,2017-07-24,33.2,34.92,33.03,35.1,3365454,115237778.0,3.221981,33.83,34.92,34.57,37.21,37.3
sz.300667,2017-07-25,34.91,33.93,33.89,35.14,2831857,97728922.0,-2.835046,34.92,33.93,34.26,36.68,37.62
sz.300667,2017-07-26,33.77,33.8,33.33,34.79,2423366,82694618.0,-0.383145,33.93,33.8,34.12,35.74,37.8
