date,r1,r2,r3,r4,r5,r6
1965.0,11.726112339556401,37.27140165102789,62.01770587108201,36.38561324,16.538626867282424,163.93945996894874
1970.0,12.405465108379556,51.40490459453092,74.66148368201576,36.18963255,19.361669537314697,194.02315547224094
1975.0,13.106957285898057,77.87748572690671,76.07148711023405,36.18963255,21.078548327694087,224.3241110007329
1980.0,13.799336749117382,124.54595118815432,79.28772474564963,36.18963255,21.429953658147333,275.25259889106866
1985.0,14.459532053656153,178.55707235689536,74.54599330720897,35.80563255,18.736781825811647,322.1050120935721
1990.0,15.201918748753597,236.96371271768555,76.64850897935936,35.65118679502885,19.75934887983341,384.2246761206608
1995.0,16.200050513572922,279.68729209591817,77.83821264274503,35.66803378382821,18.99345881578773,428.38704785185206
2000.0,17.14520483712288,352.42064195506117,80.75119334749256,35.67909471566894,19.446262414608295,505.44239726995386
2005.0,17.961332871006405,435.1408192258724,79.01473220766806,35.733598897426965,19.41999239386417,587.270475595838
2010.0,18.826226386959473,482.9107442581763,72.23294896969058,35.96424095635213,17.037681072259208,626.9718416434378
